dataset,seed,model,split,extra_dim,threshold,acc,bacc,auc,auprc,f1,mcc,precision,sensitivity,specificity,params
acepair_cls_2_5,62,GRU_Descriptor,valid,82,0.31999999999999995,0.676923076923077,0.6772849791717717,0.6998284734133792,0.6200141461777999,0.631578947368421,0.3491369155812634,0.5901639344262295,0.6792452830188679,0.6753246753246753,"{""best_epoch"": 46, ""best_valid_auc"": 0.6998284734133792}"
acepair_cls_2_5,62,GRU_Descriptor,test,82,0.31999999999999995,0.6296296296296297,0.6330492424242424,0.6917613636363635,0.6243245147323928,0.589041095890411,0.261515880415577,0.5375,0.6515151515151515,0.6145833333333334,"{""best_epoch"": 46, ""best_valid_auc"": 0.6998284734133792}"
acepair_cls_2_5,62,GRU_A1PCA,valid,64,0.20999999999999996,0.7230769230769231,0.7368292085273218,0.7826513109531977,0.6967921410249858,0.7049180327868853,0.46640059282555785,0.6231884057971014,0.8113207547169812,0.6623376623376623,"{""best_epoch"": 67, ""best_valid_auc"": 0.7826513109531977}"
acepair_cls_2_5,62,GRU_A1PCA,test,64,0.20999999999999996,0.5679012345679012,0.5857007575757576,0.6654040404040404,0.5932421091382843,0.5625,0.17064904327958602,0.4787234042553192,0.6818181818181818,0.4895833333333333,"{""best_epoch"": 67, ""best_valid_auc"": 0.7826513109531977}"
acepair_cls_2_5,62,GRU_Descriptor_A1PCA,valid,146,0.24,0.6615384615384615,0.6878216123499142,0.7145307522666013,0.6358113203678075,0.6666666666666666,0.37805955932344765,0.5569620253164557,0.8301886792452831,0.5454545454545454,"{""best_epoch"": 41, ""best_valid_auc"": 0.7145307522666013}"
acepair_cls_2_5,62,GRU_Descriptor_A1PCA,test,146,0.24,0.5308641975308642,0.5662878787878788,0.6486742424242424,0.6006623074872527,0.5681818181818182,0.13953195761702736,0.45454545454545453,0.7575757575757576,0.375,"{""best_epoch"": 41, ""best_valid_auc"": 0.7145307522666013}"
acepair_cls_2_5,72,GRUOnly,valid,0,0.57,0.6923076923076923,0.6461651555991179,0.6971330556236216,0.5896493575014117,0.5121951219512195,0.3450622584283915,0.7241379310344828,0.39622641509433965,0.8961038961038961,"{""best_epoch"": 3, ""best_valid_auc"": 0.6971330556236216}"
acepair_cls_2_5,72,GRUOnly,test,0,0.57,0.6172839506172839,0.5776515151515151,0.6036931818181818,0.5489824890971398,0.43636363636363634,0.17156163333559662,0.5454545454545454,0.36363636363636365,0.7916666666666666,"{""best_epoch"": 3, ""best_valid_auc"": 0.6971330556236216}"
acepair_cls_2_5,72,GRU_Descriptor,valid,82,0.48999999999999994,0.6538461538461539,0.6666258270031855,0.6701788777260476,0.5725548922111202,0.6341463414634146,0.3284966657251473,0.5571428571428572,0.7358490566037735,0.5974025974025974,"{""best_epoch"": 6, ""best_valid_auc"": 0.6701788777260476}"
acepair_cls_2_5,72,GRU_Descriptor,test,82,0.48999999999999994,0.5802469135802469,0.5795454545454546,0.6279987373737373,0.5984573224249805,0.5277777777777778,0.15644655469368596,0.48717948717948717,0.5757575757575758,0.5833333333333334,"{""best_epoch"": 6, ""best_valid_auc"": 0.6701788777260476}"
acepair_cls_2_5,72,GRU_A1PCA,valid,64,0.4799999999999999,0.7153846153846154,0.7244547904925264,0.725312423425631,0.6006150198301832,0.6890756302521008,0.44124542672017764,0.6212121212121212,0.7735849056603774,0.6753246753246753,"{""best_epoch"": 7, ""best_valid_auc"": 0.725312423425631}"
acepair_cls_2_5,72,GRU_A1PCA,test,64,0.4799999999999999,0.6481481481481481,0.6628787878787878,0.6892361111111112,0.5953885656054407,0.632258064516129,0.3216960106716809,0.550561797752809,0.7424242424242424,0.5833333333333334,"{""best_epoch"": 7, ""best_valid_auc"": 0.725312423425631}"
acepair_cls_2_5,72,GRU_Descriptor_A1PCA,valid,146,0.58,0.7153846153846154,0.6979906885567263,0.7309482969860327,0.6216951484367492,0.6336633663366337,0.40320927552796126,0.6666666666666666,0.6037735849056604,0.7922077922077922,"{""best_epoch"": 8, ""best_valid_auc"": 0.7309482969860327}"
acepair_cls_2_5,72,GRU_Descriptor_A1PCA,test,146,0.58,0.6604938271604939,0.6354166666666667,0.7149621212121212,0.6151714971681598,0.5454545454545454,0.281019505758626,0.6,0.5,0.7708333333333334,"{""best_epoch"": 8, ""best_valid_auc"": 0.7309482969860327}"
acepair_cls_2_5,82,GRUOnly,valid,0,0.3,0.6538461538461539,0.6666258270031855,0.6939475618720902,0.6320018218174331,0.6341463414634146,0.3284966657251473,0.5571428571428572,0.7358490566037735,0.5974025974025974,"{""best_epoch"": 41, ""best_valid_auc"": 0.6939475618720902}"
acepair_cls_2_5,82,GRUOnly,test,0,0.3,0.5617283950617284,0.5828598484848485,0.6594065656565656,0.6377625062654821,0.5644171779141104,0.16612659715895373,0.4742268041237113,0.696969696969697,0.46875,"{""best_epoch"": 41, ""best_valid_auc"": 0.6939475618720902}"
acepair_cls_2_5,82,GRU_Descriptor,valid,82,0.4099999999999999,0.7,0.6967654986522911,0.7331536388140161,0.6857552430709986,0.6486486486486487,0.3890290194656289,0.6206896551724138,0.6792452830188679,0.7142857142857143,"{""best_epoch"": 35, ""best_valid_auc"": 0.7331536388140161}"
acepair_cls_2_5,82,GRU_Descriptor,test,82,0.4099999999999999,0.5740740740740741,0.5885416666666666,0.6549873737373738,0.6184983400033384,0.5605095541401274,0.1753619645303145,0.4835164835164835,0.6666666666666666,0.5104166666666666,"{""best_epoch"": 35, ""best_valid_auc"": 0.7331536388140161}"
acepair_cls_2_5,82,GRU_A1PCA,valid,64,0.59,0.7,0.6732418524871355,0.7027689291840236,0.6045278984266013,0.5894736842105263,0.3640827734433298,0.6666666666666666,0.5283018867924528,0.8181818181818182,"{""best_epoch"": 23, ""best_valid_auc"": 0.7027689291840236}"
acepair_cls_2_5,82,GRU_A1PCA,test,64,0.59,0.6419753086419753,0.6245265151515151,0.6728219696969696,0.5839238273137635,0.546875,0.2517697622759352,0.5645161290322581,0.5303030303030303,0.71875,"{""best_epoch"": 23, ""best_valid_auc"": 0.7027689291840236}"
acepair_cls_2_5,82,GRU_Descriptor_A1PCA,valid,146,0.5599999999999999,0.7,0.6526586620926244,0.7228620436167605,0.6878470799621266,0.5185185185185185,0.36496871913023504,0.75,0.39622641509433965,0.9090909090909091,"{""best_epoch"": 1, ""best_valid_auc"": 0.7228620436167605}"
acepair_cls_2_5,82,GRU_Descriptor_A1PCA,test,146,0.5599999999999999,0.654320987654321,0.6112689393939394,0.6633522727272727,0.6112452689496758,0.4716981132075472,0.25357218759538197,0.625,0.3787878787878788,0.84375,"{""best_epoch"": 1, ""best_valid_auc"": 0.7228620436167605}"
